:START_ID(Flight),:END_ID(Delay)
FL25724,DLY09544
FL25726,DLY09545
FL25730,DLY09546
FL25731,DLY09547
FL25732,DLY09548
FL25733,DLY09549
FL25734,DLY09550
FL25735,DLY09551
FL25737,DLY09552
FL25738,DLY09553
FL25741,DLY09554
FL25744,DLY09555
FL25745,DLY09556
FL25748,DLY09557
FL25749,DLY09558
FL25751,DLY09559
FL25752,DLY09560
FL25755,DLY09561
FL25759,DLY09562
FL25763,DLY09563
FL25767,DLY09564
FL25769,DLY09565
FL25772,DLY09566
FL25779,DLY09567
FL25783,DLY09568
FL25796,DLY09569
FL25798,DLY09570
FL25799,DLY09571
FL25801,DLY09572
FL25803,DLY09573
FL25804,DLY09574
FL25805,DLY09575
FL25806,DLY09576
FL25808,DLY09577
FL25812,DLY09578
FL25814,DLY09579
FL25815,DLY09580
FL25817,DLY09581
FL25823,DLY09582
FL25824,DLY09583
FL25827,DLY09584
FL25835,DLY09585
FL25841,DLY09586
FL25846,DLY09587
FL25848,DLY09588
FL25850,DLY09589
FL25852,DLY09590
FL25857,DLY09591
FL25861,DLY09592
FL25863,DLY09593
FL25866,DLY09594
FL25868,DLY09595
FL25870,DLY09596
FL25874,DLY09597
FL25883,DLY09598
FL25886,DLY09599
FL25887,DLY09600
FL25889,DLY09601
FL25890,DLY09602
FL25891,DLY09603
FL25897,DLY09604
FL25900,DLY09605
FL25901,DLY09606
FL25905,DLY09607
FL25906,DLY09608
FL25908,DLY09609
FL25910,DLY09610
FL25911,DLY09611
FL25915,DLY09612
FL25917,DLY09613
FL25920,DLY09614
FL25921,DLY09615
FL25924,DLY09616
FL25927,DLY09617
FL25928,DLY09618
FL25936,DLY09619
FL25938,DLY09620
FL25940,DLY09621
FL25941,DLY09622
FL25944,DLY09623
FL25948,DLY09624
FL25954,DLY09625
FL25967,DLY09626
FL25973,DLY09627
FL25976,DLY09628
FL25977,DLY09629
FL25979,DLY09630
FL25991,DLY09631
FL25993,DLY09632
FL25996,DLY09633
FL25997,DLY09634
FL25999,DLY09635
FL26000,DLY09636
FL26003,DLY09637
FL26006,DLY09638
FL26008,DLY09639
FL26011,DLY09640
FL26012,DLY09641
FL26013,DLY09642
FL26014,DLY09643
FL26022,DLY09644
FL26026,DLY09645
FL26028,DLY09646
FL26032,DLY09647
FL26035,DLY09648
FL26038,DLY09649
FL26039,DLY09650
FL26042,DLY09651
FL26043,DLY09652
FL26046,DLY09653
FL26051,DLY09654
FL26052,DLY09655
FL26053,DLY09656
FL26055,DLY09657
FL26056,DLY09658
FL26058,DLY09659
FL26059,DLY09660
FL26060,DLY09661
FL26063,DLY09662
FL26064,DLY09663
FL26065,DLY09664
FL26068,DLY09665
FL26069,DLY09666
FL26070,DLY09667
FL26072,DLY09668
FL26076,DLY09669
FL26082,DLY09670
FL26085,DLY09671
FL26088,DLY09672
FL26090,DLY09673
FL26093,DLY09674
FL26094,DLY09675
FL26095,DLY09676
FL26097,DLY09677
FL26103,DLY09678
FL26107,DLY09679
FL26108,DLY09680
FL26110,DLY09681
FL26117,DLY09682
FL26119,DLY09683
FL26123,DLY09684
FL26124,DLY09685
FL26127,DLY09686
FL26135,DLY09687
FL26138,DLY09688
FL26139,DLY09689
FL26140,DLY09690
FL26142,DLY09691
FL26144,DLY09692
FL26146,DLY09693
FL26148,DLY09694
FL26151,DLY09695
FL26152,DLY09696
FL26153,DLY09697
FL26154,DLY09698
FL26156,DLY09699
FL26157,DLY09700
FL26159,DLY09701
FL26163,DLY09702
FL26164,DLY09703
FL26165,DLY09704
FL26166,DLY09705
FL26169,DLY09706
FL26170,DLY09707
FL26171,DLY09708
FL26172,DLY09709
FL26174,DLY09710
FL26179,DLY09711
FL26186,DLY09712
FL26188,DLY09713
FL26189,DLY09714
FL26192,DLY09715
FL26196,DLY09716
FL26197,DLY09717
FL26201,DLY09718
FL26203,DLY09719
FL26204,DLY09720
FL26207,DLY09721
FL26209,DLY09722
FL26212,DLY09723
FL26214,DLY09724
FL26219,DLY09725
FL26221,DLY09726
FL26224,DLY09727
FL26225,DLY09728
FL26226,DLY09729
FL26229,DLY09730
FL26231,DLY09731
FL26236,DLY09732
FL26241,DLY09733
FL26243,DLY09734
FL26244,DLY09735
FL26245,DLY09736
FL26246,DLY09737
FL26248,DLY09738
FL26249,DLY09739
FL26252,DLY09740
FL26257,DLY09741
FL26259,DLY09742
FL26260,DLY09743
FL26263,DLY09744
FL26264,DLY09745
FL26266,DLY09746
FL26267,DLY09747
FL26268,DLY09748
FL26270,DLY09749
FL26271,DLY09750
FL26277,DLY09751
FL26283,DLY09752
FL26284,DLY09753
FL26286,DLY09754
FL26287,DLY09755
FL26293,DLY09756
FL26295,DLY09757
FL26296,DLY09758
FL26297,DLY09759
FL26302,DLY09760
FL26306,DLY09761
FL26315,DLY09762
FL26317,DLY09763
FL26318,DLY09764
FL26325,DLY09765
FL26328,DLY09766
FL26338,DLY09767
FL26340,DLY09768
FL26341,DLY09769
FL26346,DLY09770
FL26347,DLY09771
FL26348,DLY09772
FL26351,DLY09773
FL26353,DLY09774
FL26355,DLY09775
FL26356,DLY09776
FL26359,DLY09777
FL26365,DLY09778
FL26367,DLY09779
FL26368,DLY09780
FL26369,DLY09781
FL26370,DLY09782
FL26372,DLY09783
FL26374,DLY09784
FL26376,DLY09785
FL26378,DLY09786
FL26379,DLY09787
FL26381,DLY09788
FL26384,DLY09789
FL26387,DLY09790
FL26397,DLY09791
FL26402,DLY09792
FL26404,DLY09793
FL26405,DLY09794
FL26406,DLY09795
FL26412,DLY09796
FL26414,DLY09797
FL26420,DLY09798
FL26422,DLY09799
FL26424,DLY09800
FL26429,DLY09801
FL26430,DLY09802
FL26436,DLY09803
FL26437,DLY09804
FL26441,DLY09805
FL26444,DLY09806
FL26446,DLY09807
FL26447,DLY09808
FL26448,DLY09809
FL26450,DLY09810
FL26451,DLY09811
FL26456,DLY09812
FL26457,DLY09813
FL26465,DLY09814
FL26467,DLY09815
FL26468,DLY09816
FL26471,DLY09817
FL26475,DLY09818
FL26476,DLY09819
FL26482,DLY09820
FL26487,DLY09821
FL26488,DLY09822
FL26490,DLY09823
FL26493,DLY09824
FL26494,DLY09825
FL26495,DLY09826
FL26496,DLY09827
FL26501,DLY09828
FL26504,DLY09829
FL26506,DLY09830
FL26508,DLY09831
FL26510,DLY09832
FL26511,DLY09833
FL26512,DLY09834
FL26517,DLY09835
FL26519,DLY09836
FL26523,DLY09837
FL26526,DLY09838
FL26531,DLY09839
FL26533,DLY09840
FL26535,DLY09841
FL26540,DLY09842
FL26544,DLY09843
FL26545,DLY09844
FL26549,DLY09845
FL26554,DLY09846
FL26560,DLY09847
FL26561,DLY09848
FL26563,DLY09849
FL26565,DLY09850
FL26566,DLY09851
FL26568,DLY09852
FL26569,DLY09853
FL26572,DLY09854
FL26573,DLY09855
FL26576,DLY09856
FL26577,DLY09857
FL26578,DLY09858
FL26579,DLY09859
FL26582,DLY09860
FL26584,DLY09861
FL26590,DLY09862
FL26592,DLY09863
FL26594,DLY09864
FL26596,DLY09865
FL26599,DLY09866
FL26600,DLY09867
FL26601,DLY09868
FL26604,DLY09869
FL26606,DLY09870
FL26609,DLY09871
FL26611,DLY09872
FL26612,DLY09873
FL26613,DLY09874
FL26616,DLY09875
FL26617,DLY09876
FL26618,DLY09877
FL26619,DLY09878
FL26622,DLY09879
FL26628,DLY09880
FL26629,DLY09881
FL26630,DLY09882
FL26631,DLY09883
FL26634,DLY09884
FL26637,DLY09885
FL26642,DLY09886
FL26645,DLY09887
FL26648,DLY09888
FL26650,DLY09889
FL26651,DLY09890
FL26653,DLY09891
FL26654,DLY09892
FL26655,DLY09893
FL26657,DLY09894
FL26664,DLY09895
FL26666,DLY09896
FL26668,DLY09897
FL26670,DLY09898
FL26676,DLY09899
FL26677,DLY09900
FL26681,DLY09901
FL26682,DLY09902
FL26683,DLY09903
FL26686,DLY09904
FL26687,DLY09905
FL26689,DLY09906
FL26690,DLY09907
FL26691,DLY09908
FL26695,DLY09909
FL26696,DLY09910
FL26697,DLY09911
FL26699,DLY09912
FL26700,DLY09913
FL26702,DLY09914
FL26708,DLY09915
FL26711,DLY09916
FL26715,DLY09917
FL26725,DLY09918
FL26729,DLY09919
FL26732,DLY09920
FL26734,DLY09921
FL26743,DLY09922
FL26745,DLY09923
FL26751,DLY09924
FL26752,DLY09925
FL26754,DLY09926
FL26758,DLY09927
FL26760,DLY09928
FL26763,DLY09929
FL26768,DLY09930
FL26772,DLY09931
FL26778,DLY09932
FL26785,DLY09933
FL26786,DLY09934
FL26787,DLY09935
FL26788,DLY09936
FL26795,DLY09937
FL26800,DLY09938
FL26802,DLY09939
FL26805,DLY09940
FL26806,DLY09941
FL26817,DLY09942
FL26818,DLY09943
FL26819,DLY09944
FL26824,DLY09945
FL26830,DLY09946
FL26832,DLY09947
FL26838,DLY09948
FL26840,DLY09949
FL26841,DLY09950
FL26847,DLY09951
FL26848,DLY09952
FL26851,DLY09953
FL26855,DLY09954
FL26859,DLY09955
FL26864,DLY09956
FL26869,DLY09957
FL26872,DLY09958
FL26873,DLY09959
FL26876,DLY09960
FL26878,DLY09961
FL26883,DLY09962
FL26894,DLY09963
FL26896,DLY09964
FL26912,DLY09965
FL26917,DLY09966
FL26920,DLY09967
FL26928,DLY09968
FL26935,DLY09969
FL26938,DLY09970
FL26947,DLY09971
FL26954,DLY09972
FL26955,DLY09973
FL26959,DLY09974
FL26963,DLY09975
FL26968,DLY09976
FL26973,DLY09977
FL26978,DLY09978
FL26982,DLY09979
FL26986,DLY09980
FL26991,DLY09981
FL26998,DLY09982
FL27007,DLY09983
FL27014,DLY09984
FL27015,DLY09985
FL27025,DLY09986
FL27032,DLY09987
FL27038,DLY09988
FL27052,DLY09989
FL27059,DLY09990
FL27062,DLY09991
FL27063,DLY09992
FL27065,DLY09993
FL27068,DLY09994
FL27069,DLY09995
FL27070,DLY09996
FL27078,DLY09997
FL27079,DLY09998
FL27080,DLY09999
FL27081,DLY10000
FL27088,DLY10001
FL27092,DLY10002
FL27096,DLY10003
FL27098,DLY10004
FL27099,DLY10005
FL27105,DLY10006
FL27106,DLY10007
FL27111,DLY10008
FL27113,DLY10009
FL27118,DLY10010
FL27123,DLY10011
FL27124,DLY10012
FL27130,DLY10013
FL27131,DLY10014
FL27132,DLY10015
FL27137,DLY10016
FL27138,DLY10017
FL27142,DLY10018
FL27145,DLY10019
FL27148,DLY10020
FL27150,DLY10021
FL27153,DLY10022
FL27155,DLY10023
FL27156,DLY10024
FL27160,DLY10025
FL27162,DLY10026
FL27163,DLY10027
FL27164,DLY10028
FL27166,DLY10029
FL27172,DLY10030
FL27173,DLY10031
FL27174,DLY10032
FL27178,DLY10033
FL27180,DLY10034
FL27186,DLY10035
FL27187,DLY10036
FL27189,DLY10037
FL27190,DLY10038
FL27191,DLY10039
FL27197,DLY10040
FL27207,DLY10041
FL27208,DLY10042
FL27211,DLY10043
FL27212,DLY10044
FL27213,DLY10045
FL27218,DLY10046
FL27220,DLY10047
FL27224,DLY10048
FL27228,DLY10049
FL27230,DLY10050
FL27231,DLY10051
FL27232,DLY10052
FL27233,DLY10053
FL27234,DLY10054
FL27237,DLY10055
FL27241,DLY10056
FL27250,DLY10057
FL27252,DLY10058
FL27259,DLY10059
FL27260,DLY10060
FL27262,DLY10061
FL27277,DLY10062
FL27279,DLY10063
FL27280,DLY10064
FL27281,DLY10065
FL27282,DLY10066
FL27284,DLY10067
FL27286,DLY10068
FL27288,DLY10069
FL27293,DLY10070
FL27294,DLY10071
FL27295,DLY10072
FL27301,DLY10073
FL27302,DLY10074
FL27303,DLY10075
FL27304,DLY10076
FL27305,DLY10077
FL27308,DLY10078
FL27311,DLY10079
FL27312,DLY10080
FL27317,DLY10081
FL27320,DLY10082
FL27321,DLY10083
FL27322,DLY10084
FL27323,DLY10085
FL27324,DLY10086
FL27329,DLY10087
FL27332,DLY10088
FL27335,DLY10089
FL27337,DLY10090
FL27342,DLY10091
FL27343,DLY10092
FL27344,DLY10093
FL27348,DLY10094
FL27349,DLY10095
FL27350,DLY10096
FL27351,DLY10097
FL27353,DLY10098
FL27354,DLY10099
FL27359,DLY10100
FL27360,DLY10101
FL27362,DLY10102
FL27363,DLY10103
FL27364,DLY10104
FL27367,DLY10105
FL27377,DLY10106
FL27378,DLY10107
FL27381,DLY10108
FL27382,DLY10109
FL27386,DLY10110
FL27389,DLY10111
FL27394,DLY10112
FL27395,DLY10113
FL27399,DLY10114
FL27403,DLY10115
FL27404,DLY10116
FL27407,DLY10117
FL27414,DLY10118
FL27415,DLY10119
FL27416,DLY10120
FL27424,DLY10121
FL27425,DLY10122
FL27429,DLY10123
FL27431,DLY10124
FL27432,DLY10125
FL27443,DLY10126
FL27444,DLY10127
FL27447,DLY10128
FL27448,DLY10129
FL27450,DLY10130
FL27451,DLY10131
FL27457,DLY10132
FL27462,DLY10133
FL27464,DLY10134
FL27465,DLY10135
FL27467,DLY10136
FL27469,DLY10137
FL27477,DLY10138
FL27478,DLY10139
FL27479,DLY10140
FL27480,DLY10141
FL27481,DLY10142
FL27482,DLY10143
FL27484,DLY10144
FL27486,DLY10145
FL27487,DLY10146
FL27490,DLY10147
FL27492,DLY10148
FL27499,DLY10149
FL27500,DLY10150
FL27501,DLY10151
FL27504,DLY10152
FL27507,DLY10153
FL27512,DLY10154
FL27517,DLY10155
FL27520,DLY10156
FL27527,DLY10157
FL27547,DLY10158
FL27550,DLY10159
FL27552,DLY10160
FL27557,DLY10161
FL27558,DLY10162
FL27561,DLY10163
FL27565,DLY10164
FL27567,DLY10165
FL27574,DLY10166
FL27579,DLY10167
FL27580,DLY10168
FL27591,DLY10169
FL27594,DLY10170
FL27596,DLY10171
FL27603,DLY10172
FL27604,DLY10173
FL27606,DLY10174
FL27612,DLY10175
FL27614,DLY10176
FL27621,DLY10177
FL27623,DLY10178
FL27624,DLY10179
FL27626,DLY10180
FL27631,DLY10181
FL27632,DLY10182
FL27634,DLY10183
FL27641,DLY10184
FL27642,DLY10185
FL27643,DLY10186
FL27648,DLY10187
FL27652,DLY10188
FL27657,DLY10189
FL27662,DLY10190
FL27664,DLY10191
FL27669,DLY10192
FL27672,DLY10193
FL27674,DLY10194
FL27676,DLY10195
FL27684,DLY10196
FL27699,DLY10197
FL27703,DLY10198
FL27724,DLY10199
FL27733,DLY10200
FL27734,DLY10201
FL27741,DLY10202
FL27744,DLY10203
FL27752,DLY10204
FL27756,DLY10205
FL27762,DLY10206
FL27764,DLY10207
FL27765,DLY10208
FL27767,DLY10209
FL27768,DLY10210
FL27781,DLY10211
FL27783,DLY10212
FL27784,DLY10213
FL27787,DLY10214
FL27792,DLY10215
FL27796,DLY10216
FL27812,DLY10217
FL27817,DLY10218
FL27822,DLY10219
FL27824,DLY10220
FL27826,DLY10221
FL27827,DLY10222
FL27832,DLY10223
FL27833,DLY10224
FL27838,DLY10225
FL27868,DLY10226
FL27869,DLY10227
FL27876,DLY10228
FL27882,DLY10229
FL27883,DLY10230
FL27884,DLY10231
FL27886,DLY10232
FL27893,DLY10233
FL27899,DLY10234
FL27900,DLY10235
FL27902,DLY10236
FL27906,DLY10237
FL27908,DLY10238
FL27910,DLY10239
FL27911,DLY10240
FL27916,DLY10241
FL27917,DLY10242
FL27919,DLY10243
FL27920,DLY10244
FL27922,DLY10245
FL27923,DLY10246
FL27927,DLY10247
FL27928,DLY10248
FL27933,DLY10249
FL27934,DLY10250
FL27936,DLY10251
FL27937,DLY10252
FL27938,DLY10253
FL27941,DLY10254
FL27943,DLY10255
FL27951,DLY10256
FL27952,DLY10257
FL27953,DLY10258
FL27954,DLY10259
FL27956,DLY10260
FL27957,DLY10261
FL27958,DLY10262
FL27960,DLY10263
FL27961,DLY10264
FL27962,DLY10265
FL27966,DLY10266
FL27972,DLY10267
FL27979,DLY10268
FL27980,DLY10269
FL27981,DLY10270
FL27987,DLY10271
FL27991,DLY10272
FL27998,DLY10273
FL28000,DLY10274
FL28001,DLY10275
FL28003,DLY10276
FL28004,DLY10277
FL28005,DLY10278
FL28008,DLY10279
FL28009,DLY10280
FL28010,DLY10281
FL28011,DLY10282
FL28012,DLY10283
FL28016,DLY10284
FL28017,DLY10285
FL28019,DLY10286
FL28020,DLY10287
FL28021,DLY10288
FL28028,DLY10289
FL28032,DLY10290
FL28033,DLY10291
FL28035,DLY10292
FL28037,DLY10293
FL28041,DLY10294
FL28051,DLY10295
FL28054,DLY10296
FL28057,DLY10297
FL28058,DLY10298
FL28063,DLY10299
FL28066,DLY10300
FL28069,DLY10301
FL28073,DLY10302
FL28077,DLY10303
FL28078,DLY10304
FL28080,DLY10305
FL28081,DLY10306
FL28086,DLY10307
FL28087,DLY10308
FL28090,DLY10309
FL28091,DLY10310
FL28092,DLY10311
FL28095,DLY10312
FL28098,DLY10313
FL28100,DLY10314
FL28101,DLY10315
FL28108,DLY10316
FL28110,DLY10317
FL28111,DLY10318
FL28115,DLY10319
FL28116,DLY10320
FL28117,DLY10321
FL28120,DLY10322
FL28122,DLY10323
FL28123,DLY10324
FL28124,DLY10325
FL28128,DLY10326
FL28132,DLY10327
FL28134,DLY10328
FL28136,DLY10329
FL28139,DLY10330
FL28145,DLY10331
FL28147,DLY10332
FL28151,DLY10333
FL28152,DLY10334
FL28153,DLY10335
FL28156,DLY10336
FL28157,DLY10337
FL28160,DLY10338
FL28161,DLY10339
FL28170,DLY10340
FL28174,DLY10341
FL28176,DLY10342
FL28177,DLY10343
FL28186,DLY10344
FL28188,DLY10345
FL28190,DLY10346
FL28194,DLY10347
FL28195,DLY10348
FL28196,DLY10349
FL28197,DLY10350
FL28202,DLY10351
FL28203,DLY10352
FL28208,DLY10353
FL28213,DLY10354
FL28214,DLY10355
FL28216,DLY10356
FL28219,DLY10357
FL28225,DLY10358
FL28228,DLY10359
FL28229,DLY10360
FL28232,DLY10361
FL28234,DLY10362
FL28235,DLY10363
FL28236,DLY10364
FL28240,DLY10365
FL28241,DLY10366
FL28245,DLY10367
FL28246,DLY10368
FL28249,DLY10369
FL28257,DLY10370
FL28265,DLY10371
FL28267,DLY10372
FL28268,DLY10373
FL28271,DLY10374
FL28272,DLY10375
FL28273,DLY10376
FL28274,DLY10377
FL28278,DLY10378
FL28282,DLY10379
FL28286,DLY10380
FL28290,DLY10381
FL28292,DLY10382
FL28293,DLY10383
FL28297,DLY10384
FL28298,DLY10385
FL28301,DLY10386
FL28302,DLY10387
FL28303,DLY10388
FL28305,DLY10389
FL28306,DLY10390
FL28308,DLY10391
FL28314,DLY10392
FL28315,DLY10393
FL28316,DLY10394
FL28317,DLY10395
FL28319,DLY10396
FL28320,DLY10397
FL28333,DLY10398
FL28335,DLY10399
FL28340,DLY10400
FL28342,DLY10401
FL28343,DLY10402
FL28345,DLY10403
FL28346,DLY10404
FL28355,DLY10405
FL28357,DLY10406
FL28365,DLY10407
FL28366,DLY10408
FL28368,DLY10409
FL28369,DLY10410
FL28370,DLY10411
FL28371,DLY10412
FL28375,DLY10413
FL28377,DLY10414
FL28379,DLY10415
FL28381,DLY10416
FL28386,DLY10417
FL28387,DLY10418
FL28389,DLY10419
FL28391,DLY10420
FL28392,DLY10421
FL28394,DLY10422
FL28395,DLY10423
FL28396,DLY10424
FL28398,DLY10425
FL28403,DLY10426
FL28406,DLY10427
FL28412,DLY10428
FL28414,DLY10429
FL28423,DLY10430
FL28424,DLY10431
FL28426,DLY10432
FL28428,DLY10433
FL28429,DLY10434
FL28430,DLY10435
FL28431,DLY10436
FL28433,DLY10437
FL28438,DLY10438
FL28440,DLY10439
FL28441,DLY10440
FL28443,DLY10441
FL28450,DLY10442
FL28451,DLY10443
FL28453,DLY10444
FL28459,DLY10445
FL28462,DLY10446
FL28466,DLY10447
FL28470,DLY10448
FL28473,DLY10449
FL28478,DLY10450
FL28479,DLY10451
FL28486,DLY10452
FL28489,DLY10453
FL28492,DLY10454
FL28493,DLY10455
FL28497,DLY10456
FL28501,DLY10457
FL28503,DLY10458
FL28504,DLY10459
FL28506,DLY10460
FL28508,DLY10461
FL28512,DLY10462
FL28526,DLY10463
FL28527,DLY10464
FL28529,DLY10465
FL28531,DLY10466
FL28532,DLY10467
FL28535,DLY10468
FL28537,DLY10469
FL28538,DLY10470
FL28540,DLY10471
FL28546,DLY10472
FL28549,DLY10473
FL28553,DLY10474
FL28560,DLY10475
FL28567,DLY10476
FL28568,DLY10477
FL28574,DLY10478
FL28578,DLY10479
FL28581,DLY10480
FL28584,DLY10481
FL28585,DLY10482
FL28590,DLY10483
FL28591,DLY10484
FL28599,DLY10485
FL28600,DLY10486
FL28601,DLY10487
FL28604,DLY10488
FL28606,DLY10489
FL28607,DLY10490
FL28611,DLY10491
FL28612,DLY10492
FL28613,DLY10493
FL28622,DLY10494
FL28623,DLY10495
FL28625,DLY10496
FL28628,DLY10497
FL28629,DLY10498
FL28640,DLY10499
FL28643,DLY10500
FL28647,DLY10501
FL28649,DLY10502
FL28653,DLY10503
FL28655,DLY10504
FL28657,DLY10505
FL28658,DLY10506
FL28661,DLY10507
FL28662,DLY10508
FL28663,DLY10509
FL28666,DLY10510
FL28667,DLY10511
FL28669,DLY10512
FL28671,DLY10513
FL28672,DLY10514
FL28676,DLY10515
FL28677,DLY10516
FL28681,DLY10517
FL28685,DLY10518
FL28686,DLY10519
FL28695,DLY10520
FL28696,DLY10521
FL28704,DLY10522
FL28705,DLY10523
FL28707,DLY10524
FL28708,DLY10525
FL28710,DLY10526
FL28718,DLY10527
FL28719,DLY10528
FL28720,DLY10529
FL28721,DLY10530
FL28726,DLY10531
FL28727,DLY10532
FL28730,DLY10533
FL28732,DLY10534
FL28736,DLY10535
FL28737,DLY10536
FL28738,DLY10537
FL28740,DLY10538
FL28741,DLY10539
FL28742,DLY10540
FL28744,DLY10541
FL28746,DLY10542
FL28747,DLY10543
FL28750,DLY10544
FL28754,DLY10545
FL28755,DLY10546
FL28758,DLY10547
FL28759,DLY10548
FL28760,DLY10549
FL28766,DLY10550
FL28768,DLY10551
FL28772,DLY10552
FL28776,DLY10553
FL28780,DLY10554
FL28782,DLY10555
FL28783,DLY10556
FL28785,DLY10557
FL28788,DLY10558
FL28791,DLY10559
FL28793,DLY10560
FL28794,DLY10561
FL28795,DLY10562
FL28796,DLY10563
FL28797,DLY10564
FL28799,DLY10565
FL28802,DLY10566
FL28803,DLY10567
FL28804,DLY10568
FL28806,DLY10569
FL28808,DLY10570
FL28810,DLY10571
FL28811,DLY10572
FL28815,DLY10573
FL28816,DLY10574
FL28818,DLY10575
FL28819,DLY10576
FL28820,DLY10577
FL28821,DLY10578
FL28822,DLY10579
FL28823,DLY10580
FL28825,DLY10581
FL28827,DLY10582
FL28828,DLY10583
FL28829,DLY10584
FL28831,DLY10585
FL28832,DLY10586
FL28835,DLY10587
FL28836,DLY10588
FL28837,DLY10589
FL28839,DLY10590
FL28840,DLY10591
FL28841,DLY10592
FL28842,DLY10593
FL28844,DLY10594
FL28847,DLY10595
FL28850,DLY10596
FL28851,DLY10597
FL28852,DLY10598
FL28853,DLY10599
FL28854,DLY10600
FL28856,DLY10601
FL28859,DLY10602
FL28864,DLY10603
FL28865,DLY10604
FL28867,DLY10605
FL28869,DLY10606
FL28870,DLY10607
FL28872,DLY10608
FL28873,DLY10609
FL28874,DLY10610
FL28876,DLY10611
FL28877,DLY10612
FL28878,DLY10613
FL28880,DLY10614
FL28881,DLY10615
FL28882,DLY10616
FL28883,DLY10617
FL28885,DLY10618
FL28886,DLY10619
FL28887,DLY10620
FL28889,DLY10621
FL28890,DLY10622
FL28892,DLY10623
FL28893,DLY10624
FL28894,DLY10625
FL28896,DLY10626
FL28897,DLY10627
FL28898,DLY10628
FL28899,DLY10629
FL28901,DLY10630
FL28904,DLY10631
FL28910,DLY10632
FL28911,DLY10633
FL28914,DLY10634
FL28915,DLY10635
FL28916,DLY10636
FL28918,DLY10637
FL28919,DLY10638
FL28920,DLY10639
FL28922,DLY10640
FL28923,DLY10641
FL28924,DLY10642
FL28925,DLY10643
FL28926,DLY10644
FL28927,DLY10645
FL28929,DLY10646
FL28931,DLY10647
FL28932,DLY10648
FL28934,DLY10649
FL28935,DLY10650
FL28938,DLY10651
FL28940,DLY10652
FL28946,DLY10653
FL28947,DLY10654
FL28948,DLY10655
FL28952,DLY10656
FL28953,DLY10657
FL28955,DLY10658
FL28956,DLY10659
FL28957,DLY10660
FL28958,DLY10661
FL28960,DLY10662
FL28961,DLY10663
FL28965,DLY10664
FL28967,DLY10665
FL28968,DLY10666
FL28969,DLY10667
FL28973,DLY10668
FL28974,DLY10669
FL28979,DLY10670
FL28981,DLY10671
FL28984,DLY10672
FL28985,DLY10673
FL28987,DLY10674
FL28988,DLY10675
FL28989,DLY10676
FL28991,DLY10677
FL28994,DLY10678
FL28995,DLY10679
FL28997,DLY10680
FL28999,DLY10681
FL29002,DLY10682
FL29006,DLY10683
FL29008,DLY10684
FL29009,DLY10685
FL29011,DLY10686
FL29013,DLY10687
FL29016,DLY10688
FL29019,DLY10689
FL29022,DLY10690
FL29025,DLY10691
FL29026,DLY10692
FL29027,DLY10693
FL29032,DLY10694
FL29036,DLY10695
FL29037,DLY10696
FL29040,DLY10697
FL29043,DLY10698
FL29045,DLY10699
FL29046,DLY10700
FL29047,DLY10701
FL29048,DLY10702
FL29049,DLY10703
FL29050,DLY10704
FL29051,DLY10705
FL29052,DLY10706
FL29053,DLY10707
FL29054,DLY10708
FL29055,DLY10709
FL29057,DLY10710
FL29059,DLY10711
FL29063,DLY10712
FL29065,DLY10713
FL29066,DLY10714
FL29067,DLY10715
FL29069,DLY10716
FL29072,DLY10717
FL29073,DLY10718
FL29077,DLY10719
FL29078,DLY10720
FL29079,DLY10721
FL29080,DLY10722
FL29082,DLY10723
FL29083,DLY10724
FL29084,DLY10725
FL29087,DLY10726
FL29088,DLY10727
FL29091,DLY10728
FL29092,DLY10729
FL29093,DLY10730
FL29094,DLY10731
FL29095,DLY10732
FL29098,DLY10733
FL29099,DLY10734
FL29103,DLY10735
FL29104,DLY10736
FL29106,DLY10737
FL29107,DLY10738
FL29110,DLY10739
FL29112,DLY10740
FL29113,DLY10741
FL29115,DLY10742
FL29121,DLY10743
FL29123,DLY10744
FL29124,DLY10745
FL29126,DLY10746
FL29127,DLY10747
FL29128,DLY10748
FL29129,DLY10749
FL29134,DLY10750
FL29139,DLY10751
FL29141,DLY10752
FL29143,DLY10753
FL29144,DLY10754
FL29146,DLY10755
FL29147,DLY10756
FL29148,DLY10757
FL29149,DLY10758
FL29150,DLY10759
FL29158,DLY10760
FL29161,DLY10761
FL29163,DLY10762
FL29166,DLY10763
FL29171,DLY10764
FL29172,DLY10765
FL29175,DLY10766
FL29176,DLY10767
FL29177,DLY10768
FL29179,DLY10769
FL29186,DLY10770
FL29187,DLY10771
FL29189,DLY10772
FL29192,DLY10773
